company_id,name,slug,sector,website,created_at,n_pages,page_version,page_created_at,maturity_index,maturity_stage,assessed_at,adoption_score,adoption_label,adoption_confidence,adoption_n_evidence,adoption_n_missing_evidence,sub_deploymentBreadth,sub_hiringIntensity,sub_vendorFootprint,sub_governanceSignals,proficiency_score,proficiency_label,proficiency_confidence,proficiency_n_evidence,proficiency_n_missing_evidence,sub_workforceFluency,sub_enablementInfra,sub_leadershipDepth,sub_useSophistication,impact_score,impact_label,impact_confidence,impact_n_evidence,impact_n_missing_evidence,sub_quantifiedOutcomes,sub_financialLinkage,sub_repeatability,evidence_sec,evidence_news,evidence_corporate,evidence_blog,evidence_other,n_ai_apps_used,n_impact_metrics,n_initiatives
62f629ea-96e3-47f2-8317-d0aa3ac8b1fa,Aldi,aldi,retail,https://www.aldi.us,2026-01-17T19:16:41.521226+00:00,6,6.0,2026-01-18T17:20:32.011569+00:00,3.0,practitioner,2026-01-18T00:00:00.000Z,3.0,Deploying,high,2.0,2.0,3.0,2.0,4.0,3.0,3.0,Committed,medium,2.0,2.0,2.0,3.0,3.0,4.0,3.0,Quantified,medium,2.0,2.0,3.0,2.0,3.0,0.0,4.0,1.0,0.0,1.0,5.0,3.0,5.0
7b23242f-32b7-4ccc-a27d-310f3b3bf73b,Alexandria Real Estate Equities,alexandria-real-estate-equities,real-estate,https://www.are.com,2026-01-19T03:57:33.756552+00:00,1,1.0,2026-01-19T05:57:06.899778+00:00,2.6,explorer,2026-01-19T00:00:00.000Z,3.0,Deploying,medium,1.0,2.0,3.0,3.0,2.0,2.0,3.0,Committed,medium,2.0,2.0,3.0,2.0,3.0,3.0,2.0,Anecdotal,medium,1.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,4.0
7d00744e-17ea-4230-9efb-ee3788e6f5f6,Align Technology,align-technology,healthcare,https://www.aligntech.com,2026-01-19T03:55:47.61779+00:00,1,1.0,2026-01-19T06:07:24.770702+00:00,3.7,practitioner,2026-01-19T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,2.0,4.0,4.0,3.0,Committed,high,2.0,1.0,2.0,3.0,4.0,4.0,4.0,Material,high,3.0,0.0,4.0,4.0,4.0,0.0,1.0,6.0,0.0,0.0,4.0,5.0,5.0
2b44d2d3-9234-4d49-a0d4-2fba0b04c66d,Allegion,allegion,industrials,https://www.allegion.com,2026-01-19T03:56:51.423234+00:00,1,1.0,2026-01-19T05:26:42.527328+00:00,2.6,explorer,2026-01-19T00:00:00.000Z,3.0,Deploying,high,2.0,1.0,3.0,2.0,4.0,3.0,3.0,Committed,medium,2.0,1.0,2.0,3.0,4.0,3.0,2.0,Anecdotal,medium,1.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,3.0,3.0,4.0
1acb3776-fc78-42f4-bfbd-1cac576ec51c,Alliant Energy,alliant-energy,utilities,https://www.alliantenergy.com,2026-01-19T03:57:25.533422+00:00,1,1.0,2026-01-19T05:50:59.873806+00:00,2.0,explorer,2026-01-19T00:00:00.000Z,2.0,Experimenting,medium,2.0,2.0,2.0,2.0,3.0,2.0,2.0,Buzzword,medium,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Anecdotal,low,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,3.0
2beaded4-afef-497b-a989-49eb9016565d,Allstate,allstate,financials,https://www.allstate.com,2026-01-19T03:56:03.867324+00:00,1,1.0,2026-01-19T05:02:25.953898+00:00,4.0,leader,2026-01-19T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,4.0,4.0,3.0,4.0,Strategic,high,2.0,0.0,4.0,4.0,4.0,4.0,4.0,Material,high,2.0,0.0,4.0,4.0,4.0,0.0,1.0,4.0,0.0,1.0,3.0,5.0,5.0
a0d22e79-9c19-4b1a-9d38-43bb71eaa91e,Alphabet Inc.,alphabet,communication-services,https://www.alphabet.com,2026-01-18T16:04:12.259413+00:00,3,3.0,2026-01-18T20:49:10.412894+00:00,5.0,transformer,2026-01-18T00:00:00.000Z,5.0,AI-First,high,1.0,0.0,5.0,4.0,5.0,5.0,5.0,Visionary,high,1.0,0.0,5.0,5.0,5.0,5.0,5.0,Transformative,high,1.0,0.0,5.0,5.0,5.0,2.0,0.0,1.0,0.0,0.0,3.0,5.0,5.0
a6b62a63-149e-4dc1-ab76-2ebbc1146bf2,Altria,altria,consumer-staples,https://www.altria.com,2026-01-18T16:27:14.131355+00:00,2,2.0,2026-01-18T21:14:54.121041+00:00,2.6,explorer,2026-01-18T00:00:00.000Z,3.0,Deploying,high,2.0,1.0,3.0,3.0,3.0,3.0,3.0,Committed,medium,1.0,1.0,3.0,3.0,3.0,3.0,2.0,Anecdotal,medium,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,4.0
3e84b14c-2bfa-48fd-8add-02a215dcc1fc,Amazon,amazon,consumer-discretionary,https://www.amazon.com,2026-01-17T19:01:49.934856+00:00,7,7.0,2026-01-18T21:15:38.396767+00:00,4.0,leader,2026-01-18T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,4.0,4.0,4.0,4.0,Strategic,high,2.0,1.0,3.0,4.0,5.0,4.0,4.0,Material,high,3.0,0.0,4.0,4.0,4.0,0.0,5.0,2.0,0.0,0.0,3.0,4.0,6.0
6c1ae23c-e971-4ef0-a48a-4069e7d49c04,Amcor,amcor,materials,https://www.amcor.com,2026-01-19T03:57:42.918202+00:00,1,1.0,2026-01-19T06:02:08.378109+00:00,3.0,practitioner,2026-01-19T00:00:00.000Z,3.0,Deploying,high,2.0,1.0,3.0,3.0,3.0,3.0,3.0,Committed,medium,2.0,1.0,3.0,3.0,3.0,3.0,3.0,Quantified,medium,2.0,1.0,3.0,2.0,3.0,0.0,3.0,2.0,0.0,1.0,3.0,3.0,5.0
044ee7f9-4e83-4240-8e09-c8ef7479fe41,Ameren,ameren,utilities,https://www.ameren.com,2026-01-19T03:57:25.813157+00:00,1,1.0,2026-01-19T05:51:38.485533+00:00,3.0,practitioner,2026-01-19T00:00:00.000Z,3.0,Deploying,medium,2.0,1.0,3.0,2.0,3.0,3.0,3.0,Committed,medium,2.0,1.0,2.0,3.0,3.0,3.0,3.0,Quantified,high,2.0,0.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,4.0,4.0,5.0
92466450-6c46-41e2-906c-1200e449e185,American Electric Power,american-electric-power,utilities,https://www.aep.com,2026-01-19T03:57:26.061892+00:00,1,1.0,2026-01-19T05:51:58.559476+00:00,3.1,practitioner,2026-01-19T00:00:00.000Z,3.0,Deploying,high,2.0,1.0,3.0,2.0,4.0,3.0,2.0,Buzzword,medium,2.0,1.0,2.0,2.0,3.0,2.0,4.0,Material,high,3.0,0.0,4.0,4.0,3.0,0.0,2.0,4.0,0.0,1.0,2.0,4.0,4.0
408be03e-e0ad-49e4-916b-0e87b6b7b90b,American Express,american-express,financials,https://www.americanexpress.com,2026-01-18T16:14:23.26828+00:00,2,2.0,2026-01-18T20:52:50.688004+00:00,4.0,leader,2026-01-18T00:00:00.000Z,4.0,Scaling,high,4.0,0.0,4.0,4.0,4.0,4.0,4.0,Strategic,high,3.0,1.0,4.0,4.0,4.0,4.0,4.0,Material,high,3.0,0.0,4.0,4.0,4.0,0.0,9.0,0.0,1.0,0.0,5.0,5.0,6.0
e667ea94-2e50-4b98-bc7a-9104ff825d9d,American International Group,american-international-group,financials,https://www.american-international-group.com,2026-01-19T03:56:04.483229+00:00,1,1.0,2026-01-19T05:02:55.785691+00:00,4.0,leader,2026-01-19T00:00:00.000Z,4.0,Scaling,high,3.0,1.0,4.0,4.0,4.0,3.0,4.0,Strategic,high,3.0,1.0,4.0,4.0,5.0,4.0,4.0,Material,high,3.0,0.0,4.0,4.0,4.0,1.0,5.0,1.0,0.0,2.0,3.0,5.0,5.0
64b3f688-a6c7-4825-a1a5-c620349bbf47,American Tower,american-tower,real-estate,https://www.americantower.com,2026-01-18T16:36:01.985418+00:00,2,2.0,2026-01-18T21:34:19.498945+00:00,3.7,practitioner,2026-01-18T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,3.0,4.0,4.0,3.0,Committed,medium,1.0,1.0,3.0,3.0,4.0,3.0,4.0,Material,high,2.0,0.0,4.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,5.0
c20a306e-7c72-463b-9c06-815c7914b473,American Water Works,american-water-works,utilities,https://www.amwater.com,2026-01-19T03:57:26.325238+00:00,1,1.0,2026-01-19T05:51:29.808387+00:00,1.3,observer,2026-01-19T00:00:00.000Z,1.0,Minimal,high,1.0,3.0,1.0,1.0,1.0,1.0,2.0,Buzzword,medium,1.0,3.0,1.0,1.0,3.0,1.0,1.0,None,high,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
3411f7df-f4fb-4861-b1e4-d6e43267f49a,Ameriprise Financial,ameriprise-financial,financials,https://www.ameriprise.com,2026-01-19T03:56:04.748958+00:00,1,1.0,2026-01-19T05:02:39.749247+00:00,3.0,practitioner,2026-01-19T00:00:00.000Z,3.0,Deploying,high,2.0,1.0,3.0,2.0,3.0,4.0,3.0,Committed,medium,2.0,1.0,2.0,3.0,4.0,3.0,3.0,Quantified,medium,2.0,1.0,3.0,2.0,3.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,4.0
c381fa3f-bbb3-4def-9265-a67f0c1a062c,Ametek,ametek,industrials,https://www.ametek.com,2026-01-19T03:56:51.706515+00:00,1,1.0,2026-01-19T05:27:02.600077+00:00,2.3,explorer,2026-01-19T00:00:00.000Z,3.0,Deploying,medium,1.0,2.0,3.0,2.0,3.0,2.0,2.0,Experimenting,medium,1.0,2.0,2.0,2.0,3.0,2.0,2.0,Anecdotal,low,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,4.0,5.0
8461dffc-6e85-4dfa-8d67-7f9aac429c25,Amgen,amgen,healthcare,https://www.amgen.com,2026-01-18T16:20:00.296434+00:00,2,2.0,2026-01-18T21:25:57.772628+00:00,4.0,leader,2026-01-18T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,4.0,5.0,4.0,4.0,Strategic,high,2.0,1.0,4.0,4.0,5.0,4.0,4.0,Material,high,2.0,1.0,4.0,3.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,6.0
8b2f6a13-d683-471d-8f4f-34f7963c7f88,Amphenol,amphenol,technology,https://www.amphenol.com,2026-01-19T03:55:28.147131+00:00,1,1.0,2026-01-19T06:05:47.182652+00:00,4.1,leader,2026-01-19T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,3.0,4.0,4.0,3.0,Committed,medium,2.0,2.0,3.0,3.0,4.0,3.0,5.0,Transformative,high,3.0,0.0,5.0,5.0,4.0,0.0,0.0,5.0,1.0,1.0,4.0,5.0,5.0
359ae77d-340c-426b-abed-a0223088f4fe,Analog Devices,analog-devices,technology,https://www.analog.com,2026-01-19T03:55:28.409408+00:00,1,1.0,2026-01-19T06:05:47.937887+00:00,4.0,leader,2026-01-19T06:04:29.863Z,4.0,Scaling,high,2.0,1.0,4.0,4.0,4.0,3.0,4.0,Strategic,high,2.0,1.0,4.0,4.0,4.0,4.0,4.0,Material,high,2.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,0.0,2.0,3.0,4.0,5.0
460b4672-c68c-46b5-a24c-a597eb22a68c,Aon plc,aon,financials,https://www.aon.com,2026-01-19T03:56:05.004837+00:00,1,1.0,2026-01-19T05:03:05.002279+00:00,4.0,leader,2026-01-19T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,4.0,4.0,3.0,4.0,Strategic,high,2.0,1.0,4.0,4.0,4.0,4.0,4.0,Material,high,2.0,0.0,4.0,4.0,4.0,0.0,1.0,4.0,0.0,1.0,4.0,4.0,6.0
14483033-bcbf-4fc5-9ba8-93b9a6716fd8,Apollo Global Management,apollo-global-management,financials,https://www.apollo.com,2026-01-19T03:56:05.262472+00:00,1,1.0,2026-01-19T05:03:12.493065+00:00,4.0,leader,2026-01-19T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,3.0,5.0,4.0,4.0,Strategic,high,2.0,1.0,3.0,4.0,5.0,4.0,4.0,Material,high,2.0,0.0,4.0,4.0,4.0,0.0,3.0,2.0,0.0,1.0,3.0,5.0,4.0
8054c775-079c-47a4-82a5-0e5fdea9eeaa,Apple Inc.,apple,technology,https://www.apple.com,2026-01-18T08:44:25.26026+00:00,5,5.0,2026-01-19T02:26:52.863268+00:00,3.3,practitioner,2026-01-19T00:00:00.000Z,3.0,Deploying,high,2.0,1.0,3.0,2.0,4.0,3.0,4.0,Strategic,high,2.0,1.0,2.0,4.0,5.0,4.0,3.0,Quantified,high,3.0,1.0,3.0,3.0,3.0,0.0,4.0,3.0,0.0,0.0,3.0,5.0,6.0
3c82a1e6-501c-43ab-98ba-3b02ec32f984,Applied Materials,applied-materials,technology,https://www.appliedmaterials.com,2026-01-18T16:08:02.459255+00:00,2,2.0,2026-01-18T20:49:55.043537+00:00,4.3,leader,2026-01-18T00:00:00.000Z,4.0,Scaling,high,2.0,0.0,4.0,4.0,4.0,4.0,5.0,Visionary,high,2.0,0.0,5.0,5.0,5.0,5.0,4.0,Material,high,3.0,0.0,4.0,4.0,4.0,0.0,0.0,7.0,0.0,0.0,4.0,5.0,6.0
904e7a71-f1d4-4a30-acef-3cf59ec4e2a4,Aptiv,aptiv,consumer-discretionary,https://www.aptiv.com,2026-01-19T03:56:25.731178+00:00,1,1.0,2026-01-19T05:13:56.586582+00:00,4.0,leader,2026-01-19T00:00:00.000Z,4.0,Scaling,high,1.0,1.0,4.0,3.0,4.0,4.0,4.0,Strategic,high,1.0,1.0,3.0,4.0,4.0,4.0,4.0,Material,high,1.0,0.0,4.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,4.0,4.0,6.0
b7c1b63d-5f7d-414d-a9e8-5e12d1d498e8,Arch Capital Group,arch-capital-group,financials,https://www.archgroup.com,2026-01-19T03:56:05.536587+00:00,1,1.0,2026-01-19T05:03:27.55815+00:00,2.9,explorer,2026-01-19T00:00:00.000Z,3.0,Deploying,high,2.0,1.0,3.0,2.0,4.0,3.0,4.0,Strategic,high,3.0,1.0,3.0,4.0,5.0,4.0,2.0,Anecdotal,medium,1.0,1.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,1.0,3.0,2.0,4.0
218eaa42-34f0-423e-ac08-af040bf2d055,Archer Daniels Midland,archer-daniels-midland,consumer-staples,https://www.adm.com,2026-01-19T03:56:40.291126+00:00,1,1.0,2026-01-19T05:21:52.078453+00:00,3.0,practitioner,2026-01-19T05:20:52.680Z,3.0,Deploying,high,1.0,1.0,3.0,2.0,3.0,3.0,3.0,Committed,high,1.0,1.0,2.0,3.0,4.0,3.0,3.0,Quantified,medium,1.0,1.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,5.0
a44cbd3b-c19f-41c5-8dac-3d2e9163705a,Arista Networks,arista-networks,technology,https://www.arista.com,2026-01-19T03:55:29.409817+00:00,1,1.0,2026-01-19T04:42:53.734098+00:00,4.3,leader,2026-01-19T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,5.0,4.0,3.0,5.0,Visionary,high,3.0,0.0,5.0,5.0,5.0,5.0,4.0,Material,high,3.0,0.0,4.0,4.0,4.0,2.0,1.0,3.0,0.0,2.0,3.0,4.0,5.0
4ad574fd-e64c-4cca-958e-d644a97137a4,Arthur J. Gallagher & Co.,arthur-j-gallagher,financials,https://www.ajg.com,2026-01-19T03:56:05.80048+00:00,1,1.0,2026-01-19T05:03:43.626361+00:00,2.6,explorer,2026-01-19T00:00:00.000Z,3.0,Deploying,high,2.0,1.0,3.0,2.0,3.0,3.0,3.0,Committed,high,2.0,1.0,2.0,3.0,4.0,3.0,2.0,Anecdotal,medium,1.0,1.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0,3.0,3.0,4.0
82e77763-7484-480b-a429-dd1a267e1a9c,Assurant,assurant,financials,https://www.assurant.com,2026-01-19T03:56:06.080031+00:00,1,1.0,2026-01-19T06:10:02.549119+00:00,3.4,practitioner,2026-01-19T00:00:00.000Z,3.0,Deploying,high,2.0,2.0,4.0,2.0,3.0,3.0,3.0,Committed,medium,2.0,2.0,2.0,3.0,4.0,3.0,4.0,Material,high,3.0,0.0,4.0,4.0,3.0,0.0,1.0,5.0,1.0,0.0,4.0,7.0,5.0
5ae5e220-7d6c-4df2-a10d-6b89bb627959,Atmos Energy,atmos-energy,utilities,https://www.atmosenergy.com,2026-01-19T03:57:26.583336+00:00,1,1.0,2026-01-19T05:51:59.652283+00:00,2.4,explorer,2026-01-19T00:00:00.000Z,2.0,Experimenting,high,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Buzzword,high,1.0,2.0,1.0,2.0,1.0,3.0,3.0,Quantified,medium,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0
6a61538b-10ac-4773-9617-8da8edd66451,AutoZone,autozone,consumer-discretionary,https://www.autozone.com,2026-01-19T03:56:25.994277+00:00,1,1.0,2026-01-19T05:13:51.475298+00:00,2.0,explorer,2026-01-19T00:00:00.000Z,2.0,Experimenting,medium,2.0,1.0,2.0,2.0,3.0,1.0,2.0,Buzzword,medium,1.0,2.0,2.0,1.0,2.0,2.0,2.0,Anecdotal,medium,1.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,3.0
