company_id,name,sector_larridin,in_larridin,ticker,cik,gics_sector,in_sp500,match_method,ticker_dup,share_class_dup,n_pages,page_version,page_created_at,maturity_index,maturity_stage,assessed_at,adoption_score,adoption_label,adoption_confidence,adoption_n_evidence,adoption_n_missing_evidence,sub_deploymentBreadth,sub_hiringIntensity,sub_vendorFootprint,sub_governanceSignals,proficiency_score,proficiency_label,proficiency_confidence,proficiency_n_evidence,proficiency_n_missing_evidence,sub_workforceFluency,sub_enablementInfra,sub_leadershipDepth,sub_useSophistication,impact_score,impact_label,impact_confidence,impact_n_evidence,impact_n_missing_evidence,sub_quantifiedOutcomes,sub_financialLinkage,sub_repeatability,evidence_sec,evidence_news,evidence_corporate,evidence_blog,evidence_other,n_ai_apps_used,n_impact_metrics,n_initiatives,entry_price,entry_date,fwd_ret_1m,fwd_ret_2m,fwd_ret_3m,fwd_ret_4m,fwd_ret_latest,last_price_date
f1908110-b3c4-431f-a194-9944740bf969,Aflac,financials,True,AFL,0000004977,Financials,True,sp500_exact,False,False,1,1.0,2026-01-19T05:02:01.961882+00:00,3.4,practitioner,2026-01-19T00:00:00.000Z,3.0,Deploying,high,2.0,1.0,3.0,2.0,4.0,4.0,3.0,Committed,medium,2.0,1.0,2.0,3.0,4.0,3.0,4.0,Material,high,2.0,0.0,4.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,7.0,7.0,108.1226806640625,2026-01-20,0.037516892635657495,-0.013917302010407084,0.05371081952850787,0.08950316740446707,0.08312150504492855,2026-06-10
74ca5ddf-399d-4873-8498-20440850e4bd,Agilent Technologies,healthcare,True,A,0001090872,Health Care,True,sp500_exact,False,False,1,1.0,2026-01-19T04:53:20.280124+00:00,3.4,practitioner,2026-01-19T00:00:00.000Z,3.0,Deploying,high,2.0,1.0,3.0,2.0,4.0,3.0,3.0,Committed,medium,2.0,1.0,2.0,3.0,4.0,3.0,4.0,Material,high,2.0,0.0,4.0,3.0,4.0,0.0,4.0,2.0,0.0,0.0,3.0,3.0,6.0,135.52076721191406,2026-01-20,-0.06986677571745004,-0.17728040872425788,-0.10072821122674358,-0.18411028826360087,-0.01937535474062968,2026-06-10
957a4292-8d06-4e0e-b541-4645a721e84f,Air Products,materials,True,APD,0000002969,Materials,True,sp500_exact,False,False,1,1.0,2026-01-19T06:01:43.561995+00:00,3.0,practitioner,2026-01-19T00:00:00.000Z,3.0,Deploying,high,3.0,2.0,3.0,2.0,3.0,3.0,3.0,Committed,medium,2.0,2.0,2.0,3.0,3.0,3.0,3.0,Quantified,high,3.0,1.0,3.0,3.0,3.0,0.0,1.0,5.0,1.0,1.0,3.0,4.0,5.0,256.5713195800781,2026-01-20,0.08730347057906251,0.10058878390509052,0.1373445716231636,0.13718863624820687,0.08718309941242941,2026-06-10
c57227ed-f32b-4374-859f-a9e1fbd68edf,Airbnb,consumer-discretionary,True,ABNB,0001559720,Consumer Discretionary,True,sp500_exact,False,False,1,1.0,2026-01-19T05:13:36.562477+00:00,3.6,practitioner,2026-01-19T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,3.0,4.0,4.0,4.0,Strategic,high,2.0,1.0,3.0,4.0,5.0,4.0,3.0,Quantified,high,2.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,5.0,130.72999572753906,2026-01-20,-0.037634807081301624,0.0004589425575962647,0.08276606500293382,0.0032892828625690207,-0.013156898010521334,2026-06-10
b4980b30-962a-462f-9628-633a8947d848,Akamai Technologies,technology,True,AKAM,0001086222,Information Technology,True,sp500_exact,False,False,1,1.0,2026-01-19T04:42:49.121659+00:00,4.0,leader,2026-01-19T00:00:00.000Z,4.0,Scaling,high,2.0,0.0,4.0,4.0,4.0,4.0,4.0,Strategic,high,2.0,1.0,5.0,3.0,4.0,4.0,4.0,Material,high,2.0,0.0,4.0,4.0,4.0,0.0,1.0,3.0,0.0,2.0,3.0,5.0,6.0,89.5999984741211,2026-01-20,0.22310265852898636,0.22767859233581333,0.07020090427059622,0.5774553431350051,0.47700891285298397,2026-06-10
03f2417d-afc9-4485-8a00-1b68e84b0aa5,Albemarle Corporation,materials,True,ALB,0000915913,Materials,True,sp500_exact,False,False,1,1.0,2026-01-19T06:01:32.794895+00:00,4.4,leader,2026-01-19T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,2.0,4.0,4.0,4.0,Strategic,high,2.0,1.0,2.0,4.0,4.0,4.0,5.0,Transformative,high,2.0,0.0,5.0,4.0,5.0,0.0,3.0,3.0,0.0,0.0,4.0,6.0,4.0,172.11361694335938,2026-01-20,-0.023936406469782123,-0.05144056928068086,0.148950347520018,-0.018090474180111116,-0.13882466795476944,2026-06-10
a1dce802-0793-4955-bc62-b47bebca49d0,Albertsons,retail,True,ACI,0001646972,,False,manual,False,False,6,6.0,2026-01-18T17:19:14.089989+00:00,4.0,leader,2026-01-18T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,4.0,4.0,3.0,4.0,Strategic,high,2.0,0.0,4.0,4.0,4.0,4.0,4.0,Material,high,3.0,0.0,4.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,4.0,5.0,6.0,16.819034576416016,2026-01-20,0.055305058347578706,0.02057945447605114,-0.01708898757067634,0.022650895019719952,-0.08615445103423469,2026-06-10
7b23242f-32b7-4ccc-a27d-310f3b3bf73b,Alexandria Real Estate Equities,real-estate,True,ARE,0001035443,Real Estate,True,sp500_exact,False,False,1,1.0,2026-01-19T05:57:06.899778+00:00,2.6,explorer,2026-01-19T00:00:00.000Z,3.0,Deploying,medium,1.0,2.0,3.0,3.0,2.0,2.0,3.0,Committed,medium,2.0,2.0,3.0,2.0,3.0,3.0,2.0,Anecdotal,medium,1.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,4.0,56.625328063964844,2026-01-20,-0.0716272376901359,-0.13908207968342745,-0.14119700969887472,-0.1904682635868119,-0.06676035216946385,2026-06-10
7d00744e-17ea-4230-9efb-ee3788e6f5f6,Align Technology,healthcare,True,ALGN,0001097149,Health Care,True,sp500_exact,False,False,1,1.0,2026-01-19T06:07:24.770702+00:00,3.7,practitioner,2026-01-19T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,2.0,4.0,4.0,3.0,Committed,high,2.0,1.0,2.0,3.0,4.0,4.0,4.0,Material,high,3.0,0.0,4.0,4.0,4.0,0.0,1.0,6.0,0.0,0.0,4.0,5.0,5.0,165.5500030517578,2026-01-20,0.14406517913062222,0.0646330217517237,0.14811237584088088,-0.06276049047489352,0.03693742145364509,2026-06-10
2b44d2d3-9234-4d49-a0d4-2fba0b04c66d,Allegion,industrials,True,ALLE,0001579241,Industrials,True,sp500_exact,False,False,1,1.0,2026-01-19T05:26:42.527328+00:00,2.6,explorer,2026-01-19T00:00:00.000Z,3.0,Deploying,high,2.0,1.0,3.0,2.0,4.0,3.0,3.0,Committed,medium,2.0,1.0,2.0,3.0,4.0,3.0,2.0,Anecdotal,medium,1.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,3.0,3.0,4.0,162.39527893066406,2026-01-20,-0.010919559508047572,-0.11432153213971186,-0.11130416921887665,-0.2231301027169984,-0.19883757345502384,2026-06-10
1acb3776-fc78-42f4-bfbd-1cac576ec51c,Alliant Energy,utilities,True,LNT,0000352541,Utilities,True,sp500_exact,False,False,1,1.0,2026-01-19T05:50:59.873806+00:00,2.0,explorer,2026-01-19T00:00:00.000Z,2.0,Experimenting,medium,2.0,2.0,2.0,2.0,3.0,2.0,2.0,Buzzword,medium,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Anecdotal,low,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,3.0,66.24143981933594,2026-01-20,0.04903806529025734,0.06866720461328768,0.09129321185230155,0.10202918594609467,0.10459552764109636,2026-06-10
2beaded4-afef-497b-a989-49eb9016565d,Allstate,financials,True,ALL,0000899051,Financials,True,sp500_exact,False,False,1,1.0,2026-01-19T05:02:25.953898+00:00,4.0,leader,2026-01-19T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,4.0,4.0,3.0,4.0,Strategic,high,2.0,0.0,4.0,4.0,4.0,4.0,4.0,Material,high,2.0,0.0,4.0,4.0,4.0,0.0,1.0,4.0,0.0,1.0,3.0,5.0,5.0,191.56639099121094,2026-01-20,0.04996130867868431,0.05968794443743053,0.12246848638674823,0.1661915513128962,0.16609700350352608,2026-06-10
a0d22e79-9c19-4b1a-9d38-43bb71eaa91e,Alphabet Inc.,communication-services,True,GOOGL,0001652044,Communication Services,True,manual,False,False,3,3.0,2026-01-18T20:49:10.412894+00:00,5.0,transformer,2026-01-18T00:00:00.000Z,5.0,AI-First,high,1.0,0.0,5.0,4.0,5.0,5.0,5.0,Visionary,high,1.0,0.0,5.0,5.0,5.0,5.0,5.0,Transformative,high,1.0,0.0,5.0,5.0,5.0,2.0,0.0,1.0,0.0,0.0,3.0,5.0,5.0,321.5814208984375,2026-01-20,-0.0594720989069597,-0.045508741096152994,0.06186496330276969,0.20476048580414097,0.10824193031037477,2026-06-10
a6b62a63-149e-4dc1-ab76-2ebbc1146bf2,Altria,consumer-staples,True,MO,0000764180,Consumer Staples,True,sp500_exact,False,False,2,2.0,2026-01-18T21:14:54.121041+00:00,2.6,explorer,2026-01-18T00:00:00.000Z,3.0,Deploying,high,2.0,1.0,3.0,3.0,3.0,3.0,3.0,Committed,medium,1.0,1.0,3.0,3.0,3.0,3.0,2.0,Anecdotal,medium,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,4.0,60.142242431640625,2026-01-20,0.11185602268385342,0.06410463120217225,0.0669704948544736,0.2304163763782252,0.21462054120759655,2026-06-10
3e84b14c-2bfa-48fd-8add-02a215dcc1fc,Amazon,consumer-discretionary,True,AMZN,0001018724,Consumer Discretionary,True,sp500_exact,False,False,7,7.0,2026-01-18T21:15:38.396767+00:00,4.0,leader,2026-01-18T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,4.0,4.0,4.0,4.0,Strategic,high,2.0,1.0,3.0,4.0,5.0,4.0,4.0,Material,high,3.0,0.0,4.0,4.0,4.0,0.0,5.0,2.0,0.0,0.0,3.0,4.0,6.0,231.0,2026-01-20,-0.11316017051795857,-0.09627708005698732,0.08467531410646645,0.12268396683069538,0.03303032416801943,2026-06-10
6c1ae23c-e971-4ef0-a48a-4069e7d49c04,Amcor,materials,True,AMCR,0001748790,Materials,True,sp500_exact,False,False,1,1.0,2026-01-19T06:02:08.378109+00:00,3.0,practitioner,2026-01-19T00:00:00.000Z,3.0,Deploying,high,2.0,1.0,3.0,3.0,3.0,3.0,3.0,Committed,medium,2.0,1.0,3.0,3.0,3.0,3.0,3.0,Quantified,medium,2.0,1.0,3.0,2.0,3.0,0.0,3.0,2.0,0.0,1.0,3.0,3.0,5.0,39.97086715698242,2026-01-20,0.20306050997874325,-0.047905144843212843,0.03207177468712663,-0.0971217841210682,-0.0405512514025651,2026-06-10
044ee7f9-4e83-4240-8e09-c8ef7479fe41,Ameren,utilities,True,AEE,0001002910,Utilities,True,sp500_exact,False,False,1,1.0,2026-01-19T05:51:38.485533+00:00,3.0,practitioner,2026-01-19T00:00:00.000Z,3.0,Deploying,medium,2.0,1.0,3.0,2.0,3.0,3.0,3.0,Committed,medium,2.0,1.0,2.0,3.0,3.0,3.0,3.0,Quantified,high,2.0,0.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,4.0,4.0,5.0,102.30896759033203,2026-01-20,0.0585173232106182,0.06337823095739914,0.09395182239670108,0.057942894326636685,0.06549801746344341,2026-06-10
92466450-6c46-41e2-906c-1200e449e185,American Electric Power,utilities,True,AEP,0000004904,Utilities,True,sp500_exact,False,False,1,1.0,2026-01-19T05:51:58.559476+00:00,3.1,practitioner,2026-01-19T00:00:00.000Z,3.0,Deploying,high,2.0,1.0,3.0,2.0,4.0,3.0,2.0,Buzzword,medium,2.0,1.0,2.0,2.0,3.0,2.0,4.0,Material,high,3.0,0.0,4.0,4.0,3.0,0.0,2.0,4.0,0.0,1.0,2.0,4.0,4.0,117.4319076538086,2026-01-20,0.08568516118888758,0.0882214729891142,0.1299850864424359,0.0978276751579632,0.0930589749828401,2026-06-10
408be03e-e0ad-49e4-916b-0e87b6b7b90b,American Express,financials,True,AXP,0000004962,Financials,True,sp500_exact,False,False,2,2.0,2026-01-18T20:52:50.688004+00:00,4.0,leader,2026-01-18T00:00:00.000Z,4.0,Scaling,high,4.0,0.0,4.0,4.0,4.0,4.0,4.0,Strategic,high,3.0,1.0,4.0,4.0,4.0,4.0,4.0,Material,high,3.0,0.0,4.0,4.0,4.0,0.0,9.0,0.0,1.0,0.0,5.0,5.0,6.0,351.0801086425781,2026-01-20,-0.027087688810505828,-0.16258272092618753,-0.05522986271179564,-0.11897601161593863,-0.10335275147070289,2026-06-10
e667ea94-2e50-4b98-bc7a-9104ff825d9d,American International Group,financials,True,AIG,0000005272,Financials,True,sp500_exact,False,False,1,1.0,2026-01-19T05:02:55.785691+00:00,4.0,leader,2026-01-19T00:00:00.000Z,4.0,Scaling,high,3.0,1.0,4.0,4.0,4.0,3.0,4.0,Strategic,high,3.0,1.0,4.0,4.0,5.0,4.0,4.0,Material,high,3.0,0.0,4.0,4.0,4.0,1.0,5.0,1.0,0.0,2.0,3.0,5.0,5.0,72.01522064208984,2026-01-20,0.09801201990130703,0.026033090377881374,0.09254682001474923,0.07657795238335874,0.03492009209699276,2026-06-10
64b3f688-a6c7-4825-a1a5-c620349bbf47,American Tower,real-estate,True,AMT,0001053507,Real Estate,True,sp500_exact,False,False,2,2.0,2026-01-18T21:34:19.498945+00:00,3.7,practitioner,2026-01-18T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,3.0,4.0,4.0,3.0,Committed,medium,1.0,1.0,3.0,3.0,4.0,3.0,4.0,Material,high,2.0,0.0,4.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,5.0,175.99156188964844,2026-01-20,0.03960617258014998,0.028185635190119296,0.03618604580994811,0.03982258032772079,0.09402968653042976,2026-06-10
c20a306e-7c72-463b-9c06-815c7914b473,American Water Works,utilities,True,AWK,0001410636,Utilities,True,sp500_exact,False,False,1,1.0,2026-01-19T05:51:29.808387+00:00,1.3,observer,2026-01-19T00:00:00.000Z,1.0,Minimal,high,1.0,3.0,1.0,1.0,1.0,1.0,2.0,Buzzword,medium,1.0,3.0,1.0,1.0,3.0,1.0,1.0,None,high,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,129.60781860351562,2026-01-20,0.006320477872676422,0.050293396097800036,0.008235717116291008,-0.042033073313823,-0.02208217398255563,2026-06-10
3411f7df-f4fb-4861-b1e4-d6e43267f49a,Ameriprise Financial,financials,True,AMP,0000820027,Financials,True,sp500_exact,False,False,1,1.0,2026-01-19T05:02:39.749247+00:00,3.0,practitioner,2026-01-19T00:00:00.000Z,3.0,Deploying,high,2.0,1.0,3.0,2.0,3.0,4.0,3.0,Committed,medium,2.0,1.0,2.0,3.0,4.0,3.0,3.0,Quantified,medium,2.0,1.0,3.0,2.0,3.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,4.0,489.3414001464844,2026-01-20,-0.03807258727441709,-0.11619877317616456,-0.07111890003323407,-0.05227718393171221,-0.0737857348348483,2026-06-10
c381fa3f-bbb3-4def-9265-a67f0c1a062c,Ametek,industrials,True,AME,0001037868,Industrials,True,sp500_exact,False,False,1,1.0,2026-01-19T05:27:02.600077+00:00,2.3,explorer,2026-01-19T00:00:00.000Z,3.0,Deploying,medium,1.0,2.0,3.0,2.0,3.0,2.0,2.0,Experimenting,medium,1.0,2.0,2.0,2.0,3.0,2.0,2.0,Anecdotal,low,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,4.0,5.0,212.80213928222656,2026-01-20,0.09200527082608367,-0.00611901405981452,0.1102331738944533,0.039839164801941385,0.04463236977582641,2026-06-10
8461dffc-6e85-4dfa-8d67-7f9aac429c25,Amgen,healthcare,True,AMGN,0000318154,Health Care,True,sp500_exact,False,False,2,2.0,2026-01-18T21:25:57.772628+00:00,4.0,leader,2026-01-18T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,4.0,5.0,4.0,4.0,Strategic,high,2.0,1.0,4.0,4.0,5.0,4.0,4.0,Material,high,2.0,1.0,4.0,3.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,6.0,326.2585144042969,2026-01-20,0.14230174077076652,0.06448539726395652,0.08085165252231374,0.01376664637826841,0.04679258568948619,2026-06-10
8b2f6a13-d683-471d-8f4f-34f7963c7f88,Amphenol,technology,True,APH,0000820313,Information Technology,True,sp500_exact,False,False,1,1.0,2026-01-19T06:05:47.182652+00:00,4.1,leader,2026-01-19T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,3.0,4.0,4.0,3.0,Committed,medium,2.0,2.0,3.0,3.0,4.0,3.0,5.0,Transformative,high,3.0,0.0,5.0,5.0,4.0,0.0,0.0,5.0,1.0,1.0,4.0,5.0,5.0,152.02952575683594,2026-01-20,-0.007418145218799133,-0.14232270146145787,-0.006377236220501681,-0.2159417958134201,-0.010389618731825423,2026-06-10
359ae77d-340c-426b-abed-a0223088f4fe,Analog Devices,technology,True,ADI,0000006281,Information Technology,True,sp500_exact,False,False,1,1.0,2026-01-19T06:05:47.937887+00:00,4.0,leader,2026-01-19T06:04:29.863Z,4.0,Scaling,high,2.0,1.0,4.0,4.0,4.0,3.0,4.0,Strategic,high,2.0,1.0,4.0,4.0,4.0,4.0,4.0,Material,high,2.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,0.0,2.0,3.0,4.0,5.0,293.9419860839844,2026-01-20,0.16785592777160785,0.05324188157860177,0.2602329075360177,0.4056455788380495,0.3424588172768981,2026-06-10
460b4672-c68c-46b5-a24c-a597eb22a68c,Aon plc,financials,True,AON,0000315293,Financials,True,sp500_exact,False,False,1,1.0,2026-01-19T05:03:05.002279+00:00,4.0,leader,2026-01-19T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,4.0,4.0,3.0,4.0,Strategic,high,2.0,1.0,4.0,4.0,4.0,4.0,4.0,Material,high,2.0,0.0,4.0,4.0,4.0,0.0,1.0,4.0,0.0,1.0,4.0,4.0,6.0,338.6067199707031,2026-01-20,-0.04477171529088686,-0.06630339512584649,-0.02268043745800652,-0.04414181830144115,-0.006251292757897042,2026-06-10
14483033-bcbf-4fc5-9ba8-93b9a6716fd8,Apollo Global Management,financials,True,APO,0001858681,Financials,True,sp500_exact,False,False,1,1.0,2026-01-19T05:03:12.493065+00:00,4.0,leader,2026-01-19T00:00:00.000Z,4.0,Scaling,high,2.0,1.0,4.0,3.0,5.0,4.0,4.0,Strategic,high,2.0,1.0,3.0,4.0,5.0,4.0,4.0,Material,high,2.0,0.0,4.0,4.0,4.0,0.0,3.0,2.0,0.0,1.0,3.0,5.0,4.0,137.4961395263672,2026-01-20,-0.1429355871253044,-0.1934150206410048,-0.0974533531270354,-0.04615508225717013,-0.03844568168029394,2026-06-10
8054c775-079c-47a4-82a5-0e5fdea9eeaa,Apple Inc.,technology,True,AAPL,0000320193,Information Technology,True,sp500_exact,False,False,5,5.0,2026-01-19T02:26:52.863268+00:00,3.3,practitioner,2026-01-19T00:00:00.000Z,3.0,Deploying,high,2.0,1.0,3.0,2.0,4.0,3.0,4.0,Strategic,high,2.0,1.0,2.0,4.0,5.0,4.0,3.0,Quantified,high,3.0,1.0,3.0,3.0,3.0,0.0,4.0,3.0,0.0,0.0,3.0,5.0,6.0,246.2425079345703,2026-01-20,0.05725092142652599,0.010105250738501326,0.09640396563362086,0.21412831492174034,0.1916707838249312,2026-06-10
